age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income,zip-code
ALL,Private,184986,HS or Less,9,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K,97205
ALL,Private,147339,HS or Less,6,Never-married,Prof-specialty,Own-child,Other,Female,0,0,15,United-States,<=50K,97205
ALL,Private,219034,HS or Less,7,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K,97205
ALL,Federal-gov,118701,HS or Less,9,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K,97205
ALL,Private,154297,HS or Less,9,Never-married,Sales,Unmarried,Black,Female,0,0,24,United-States,<=50K,97205
ALL,Private,105938,HS or Less,9,Divorced,Machine-op-inspct,Own-child,Black,Female,0,0,40,United-States,<=50K,97205
ALL,Private,197748,HS or Less,7,Divorced,Sales,Unmarried,White,Female,0,0,20,United-States,<=50K,97205
ALL,Private,202483,HS or Less,9,Married-spouse-absent,Adm-clerical,Not-in-family,White,Female,0,0,16,United-States,<=50K,97205
ALL,Private,240467,HS or Less,9,Married-spouse-absent,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K,97205
ALL,Federal-gov,47707,HS or Less,9,Never-married,Adm-clerical,Own-child,Black,Female,0,0,40,United-States,<=50K,97205
ALL,Private,195488,HS or Less,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,45,United-States,<=50K,97205
ALL,Private,218948,HS or Less,5,Separated,Other-service,Unmarried,Black,Female,0,0,40,?,<=50K,97205
ALL,Private,289148,HS or Less,9,Married-spouse-absent,Craft-repair,Unmarried,White,Female,0,0,40,United-States,<=50K,97205
ALL,Private,31007,HS or Less,6,Never-married,Other-service,Own-child,White,Female,0,0,30,United-States,<=50K,97205
ALL,Private,99385,HS or Less,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,Canada,<=50K,97205
ALL,Private,359131,HS or Less,9,Divorced,Craft-repair,Unmarried,White,Female,0,0,48,United-States,<=50K,97205
ALL,Private,34446,HS or Less,9,Never-married,Other-service,Not-in-family,White,Female,0,0,20,United-States,<=50K,97205
ALL,Local-gov,177265,HS or Less,9,Never-married,Other-service,Own-child,White,Female,0,0,45,United-States,<=50K,97205
ALL,Private,148645,HS or Less,9,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,40,United-States,<=50K,97205
ALL,Private,114580,HS or Less,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,24,United-States,>50K,97205
ALL,Private,530454,HS or Less,9,Never-married,Other-service,Not-in-family,White,Female,0,0,50,United-States,<=50K,97205
ALL,Private,117251,HS or Less,9,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,32,United-States,<=50K,97205
ALL,Private,35411,HS or Less,9,Widowed,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,<=50K,97205
ALL,Private,137363,HS or Less,8,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States,<=50K,97205
ALL,Private,207140,HS or Less,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,38,United-States,<=50K,97205
ALL,Private,194809,HS or Less,7,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,<=50K,97205
ALL,State-gov,161075,HS or Less,9,Widowed,Tech-support,Unmarried,Black,Female,0,0,40,United-States,<=50K,97205
ALL,Private,69748,HS or Less,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,<=50K,97205
ALL,Self-emp-not-inc,423616,HS or Less,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,24,United-States,>50K,97205
ALL,?,42293,HS or Less,6,Never-married,?,Own-child,White,Female,0,0,30,United-States,<=50K,97205
ALL,Private,174461,HS or Less,9,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K,97205
ALL,?,233182,HS or Less,9,Divorced,?,Not-in-family,White,Female,0,0,7,United-States,<=50K,97205
ALL,Private,153685,HS or Less,7,Divorced,Machine-op-inspct,Unmarried,Black,Female,0,0,52,United-States,<=50K,97205
ALL,Self-emp-inc,187934,HS or Less,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,20,Poland,<=50K,97205
ALL,Private,109969,HS or Less,7,Divorced,Other-service,Other-relative,White,Female,0,0,20,United-States,<=50K,97205
ALL,Private,55508,HS or Less,4,Divorced,Farming-fishing,Unmarried,White,Female,0,0,40,United-States,<=50K,97205
ALL,Private,341741,HS or Less,1,Never-married,Other-service,Not-in-family,White,Female,0,0,12,United-States,<=50K,97205
ALL,Private,153148,HS or Less,9,Divorced,Other-service,Not-in-family,White,Female,0,0,84,United-States,<=50K,97205
ALL,Private,195994,HS or Less,2,Never-married,Priv-house-serv,Not-in-family,White,Female,0,0,40,Guatemala,<=50K,97205
ALL,Private,382738,HS or Less,9,Never-married,Other-service,Own-child,Black,Female,0,0,40,United-States,<=50K,97205
ALL,Private,51939,HS or Less,7,Never-married,Sales,Own-child,White,Female,0,0,15,United-States,<=50K,97205
ALL,Private,387270,HS or Less,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,United-States,>50K,97205
ALL,Private,131869,HS or Less,9,Widowed,Other-service,Not-in-family,White,Female,0,0,35,United-States,<=50K,97205
ALL,Private,173291,HS or Less,9,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K,97205
ALL,Private,171722,HS or Less,9,Separated,Other-service,Unmarried,White,Female,0,0,39,United-States,<=50K,97205
ALL,Private,341471,HS or Less,9,Divorced,Priv-house-serv,Not-in-family,White,Female,0,0,4,United-States,<=50K,97205
ALL,Private,198146,HS or Less,7,Never-married,Sales,Own-child,White,Female,0,0,16,United-States,<=50K,97205
ALL,Self-emp-inc,209344,HS or Less,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,15,?,<=50K,97205
ALL,Private,161691,HS or Less,9,Widowed,Sales,Not-in-family,White,Female,0,0,35,United-States,<=50K,97205
ALL,?,58798,HS or Less,4,Widowed,?,Not-in-family,White,Female,0,0,44,United-States,<=50K,97205
ALL,Local-gov,340043,HS or Less,8,Never-married,Adm-clerical,Own-child,White,Female,0,0,12,United-States,<=50K,97205
ALL,Private,185551,HS or Less,9,Never-married,Sales,Own-child,White,Female,0,0,36,United-States,<=50K,97205
ALL,Private,54257,HS or Less,7,Never-married,Adm-clerical,Own-child,White,Female,0,0,20,United-States,<=50K,97205
ALL,Private,139576,HS or Less,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K,97205
ALL,Private,96080,HS or Less,5,Separated,Craft-repair,Unmarried,White,Female,0,0,40,United-States,<=50K,97205
ALL,Private,266945,HS or Less,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,3137,0,40,El-Salvador,<=50K,97205
ALL,Private,353524,HS or Less,9,Divorced,Exec-managerial,Own-child,White,Female,1831,0,40,United-States,<=50K,97205
ALL,Private,133902,HS or Less,9,Widowed,Exec-managerial,Unmarried,White,Female,0,0,45,United-States,<=50K,97205
ALL,Federal-gov,101345,HS or Less,9,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,40,United-States,<=50K,97205
ALL,Private,101290,HS or Less,9,Divorced,Sales,Unmarried,White,Female,0,0,40,United-States,<=50K,97205
ALL,State-gov,93415,HS or Less,9,Widowed,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,0,0,40,United-States,<=50K,97205
ALL,?,213771,HS or Less,9,Widowed,?,Unmarried,White,Female,0,0,36,United-States,<=50K,97205
ALL,Private,81145,HS or Less,9,Never-married,Other-service,Not-in-family,White,Female,0,0,25,United-States,<=50K,97205
ALL,Private,403037,HS or Less,9,Separated,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K,97205
ALL,Private,119751,HS or Less,9,Married-civ-spouse,Priv-house-serv,Other-relative,Asian-Pac-Islander,Female,0,0,60,Philippines,<=50K,97205
ALL,Private,229394,HS or Less,9,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K,97205
ALL,Private,497280,HS or Less,5,Widowed,Other-service,Unmarried,Black,Female,0,0,20,United-States,<=50K,97205
ALL,Private,205975,HS or Less,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,20,United-States,<=50K,97205
ALL,State-gov,247992,HS or Less,4,Never-married,Other-service,Not-in-family,Black,Female,0,0,40,United-States,<=50K,97205
ALL,?,170994,HS or Less,9,Never-married,?,Not-in-family,White,Female,0,0,40,United-States,<=50K,97205
ALL,Private,195491,HS or Less,9,Divorced,Sales,Not-in-family,White,Female,0,0,30,United-States,<=50K,97205
ALL,Local-gov,242923,HS or Less,9,Married-civ-spouse,Tech-support,Wife,White,Female,0,1848,40,United-States,>50K,97205
ALL,Private,255817,HS or Less,3,Never-married,Other-service,Other-relative,White,Female,0,0,40,El-Salvador,<=50K,97205
ALL,Self-emp-inc,544268,HS or Less,9,Divorced,Sales,Not-in-family,White,Female,0,0,50,United-States,<=50K,97205
ALL,Private,231991,HS or Less,9,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K,97205
ALL,?,311949,HS or Less,9,Never-married,?,Not-in-family,Asian-Pac-Islander,Female,0,0,45,?,<=50K,97205
ALL,?,149040,HS or Less,9,Widowed,?,Not-in-family,White,Female,2964,0,12,United-States,<=50K,97205
ALL,Private,134808,HS or Less,9,Separated,Handlers-cleaners,Unmarried,White,Female,0,0,40,United-States,<=50K,97205
ALL,Private,130620,HS or Less,4,Married-spouse-absent,Machine-op-inspct,Unmarried,Other,Female,0,0,40,Dominican-Republic,<=50K,97205
ALL,Private,35305,HS or Less,4,Never-married,Other-service,Own-child,White,Female,0,0,7,United-States,<=50K,97205
ALL,Private,164332,HS or Less,9,Separated,Other-service,Not-in-family,White,Female,0,0,16,United-States,<=50K,97205
ALL,Private,25690,HS or Less,6,Never-married,Other-service,Own-child,White,Female,0,0,10,United-States,<=50K,97205
ALL,?,201986,HS or Less,7,Widowed,?,Other-relative,White,Female,0,0,16,United-States,<=50K,97205
ALL,Private,121127,HS or Less,6,Widowed,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K,97205
ALL,Private,98752,HS or Less,5,Widowed,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K,97205
ALL,?,152880,HS or Less,9,Divorced,?,Not-in-family,Black,Female,0,0,28,United-States,<=50K,97205
ALL,Private,176732,HS or Less,5,Divorced,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K,97205
ALL,Private,98765,HS or Less,9,Never-married,Machine-op-inspct,Unmarried,White,Female,0,0,40,Canada,<=50K,97205
ALL,Private,175883,HS or Less,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K,97205
ALL,Private,236323,HS or Less,9,Divorced,Craft-repair,Unmarried,White,Female,0,0,40,United-States,<=50K,97205
ALL,Private,197288,HS or Less,9,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,0,40,United-States,<=50K,97205
ALL,Private,259705,HS or Less,9,Never-married,Farming-fishing,Own-child,White,Female,0,0,40,United-States,<=50K,97205
ALL,Private,24384,HS or Less,4,Widowed,Other-service,Not-in-family,White,Female,0,0,10,United-States,<=50K,97205
ALL,Private,266275,HS or Less,9,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K,97205
ALL,Local-gov,163965,HS or Less,9,Never-married,Other-service,Unmarried,Black,Female,0,0,40,United-States,<=50K,97205
ALL,Private,205949,HS or Less,9,Separated,Craft-repair,Unmarried,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K,97205
ALL,Private,90245,HS or Less,9,Widowed,Adm-clerical,Unmarried,White,Female,0,0,5,United-States,<=50K,97205
ALL,Private,69911,HS or Less,1,Never-married,Other-service,Own-child,White,Female,0,0,15,United-States,<=50K,97205
ALL,Local-gov,295289,HS or Less,9,Never-married,Prof-specialty,Own-child,Black,Female,0,0,40,United-States,<=50K,97205
ALL,Private,361341,HS or Less,8,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,0,0,25,Thailand,<=50K,97205
ALL,Private,117312,HS or Less,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,15024,0,40,United-States,>50K,97205
ALL,Private,181388,HS or Less,9,Separated,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K,97205
ALL,Private,184128,HS or Less,7,Divorced,Sales,Other-relative,White,Female,0,0,40,United-States,<=50K,97205
ALL,Private,177083,HS or Less,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,97205
ALL,Private,206947,HS or Less,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,97205
ALL,Private,132683,HS or Less,9,Never-married,Priv-house-serv,Not-in-family,White,Female,0,0,50,United-States,<=50K,97205
ALL,Private,156780,HS or Less,9,Never-married,Sales,Other-relative,Asian-Pac-Islander,Female,0,0,40,?,<=50K,97205
ALL,Private,347322,HS or Less,6,Never-married,Sales,Own-child,White,Female,0,0,20,United-States,<=50K,97205
ALL,Private,99911,HS or Less,8,Married-spouse-absent,Exec-managerial,Not-in-family,White,Female,0,0,55,United-States,<=50K,97205
ALL,Private,93770,HS or Less,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40,United-States,>50K,97205
ALL,Private,31432,HS or Less,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,3103,0,52,United-States,>50K,97205
ALL,Private,185203,HS or Less,9,Widowed,Other-service,Unmarried,White,Female,0,0,20,United-States,<=50K,97205
ALL,Private,225507,HS or Less,7,Never-married,Handlers-cleaners,Not-in-family,Black,Female,0,0,15,United-States,<=50K,97205
ALL,Private,434268,HS or Less,7,Never-married,Adm-clerical,Own-child,White,Female,0,0,15,United-States,<=50K,97205
ALL,Private,217838,HS or Less,3,Separated,Other-service,Unmarried,White,Female,0,0,40,Mexico,<=50K,97205
ALL,Private,243560,HS or Less,9,Never-married,Sales,Own-child,White,Female,0,0,40,Columbia,<=50K,97205
ALL,Private,100067,HS or Less,7,Married-civ-spouse,Other-service,Wife,Black,Female,0,0,35,United-States,>50K,97205
ALL,Private,168443,HS or Less,9,Separated,Other-service,Unmarried,White,Female,0,0,30,United-States,<=50K,97205
ALL,?,350603,HS or Less,6,Never-married,?,Own-child,White,Female,0,0,38,United-States,<=50K,97205
ALL,Private,179378,HS or Less,9,Married-civ-spouse,Exec-managerial,Wife,Black,Female,0,0,40,United-States,<=50K,97205
ALL,?,164940,HS or Less,9,Separated,?,Unmarried,Black,Female,0,0,25,United-States,<=50K,97205
ALL,Private,509048,HS or Less,9,Never-married,Sales,Other-relative,Black,Female,0,0,37,United-States,<=50K,97205
ALL,Private,52486,HS or Less,7,Never-married,Other-service,Own-child,White,Female,0,0,12,United-States,<=50K,97205
ALL,Private,100168,HS or Less,4,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,United-States,<=50K,97205
ALL,Self-emp-not-inc,238184,HS or Less,9,Married-civ-spouse,Farming-fishing,Wife,White,Female,0,0,40,United-States,<=50K,97205
ALL,Private,197714,HS or Less,9,Never-married,Sales,Own-child,White,Female,0,0,35,United-States,<=50K,97205
ALL,Private,198727,HS or Less,9,Divorced,Tech-support,Not-in-family,White,Female,0,0,40,United-States,<=50K,97205
ALL,Private,238628,HS or Less,7,Never-married,Other-service,Own-child,White,Female,0,0,5,United-States,<=50K,97205
ALL,?,222005,HS or Less,9,Never-married,?,Other-relative,White,Female,0,0,40,Mexico,<=50K,97205
ALL,Federal-gov,99893,HS or Less,7,Never-married,Adm-clerical,Not-in-family,Black,Female,0,1602,40,United-States,<=50K,97205
ALL,Private,205970,HS or Less,6,Separated,Other-service,Unmarried,White,Female,0,0,35,United-States,<=50K,97205
ALL,Private,220562,HS or Less,5,Never-married,Sales,Other-relative,Other,Female,0,0,32,Mexico,<=50K,97205
ALL,Private,175083,HS or Less,9,Never-married,Sales,Own-child,White,Female,0,0,8,United-States,<=50K,97205
ALL,Private,164332,HS or Less,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,15,United-States,<=50K,97205
ALL,Private,280088,HS or Less,4,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,<=50K,97205
ALL,Private,204254,HS or Less,6,Divorced,Other-service,Unmarried,Black,Female,0,0,45,United-States,<=50K,97205
ALL,Private,183557,HS or Less,9,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,25,United-States,<=50K,97205
ALL,Private,47353,HS or Less,6,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,United-States,<=50K,97205
ALL,Private,263932,HS or Less,9,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States,<=50K,97205
ALL,?,139324,HS or Less,5,Never-married,?,Unmarried,Black,Female,0,0,36,United-States,<=50K,97205
ALL,Private,164423,HS or Less,9,Divorced,Exec-managerial,Unmarried,White,Female,0,0,43,United-States,<=50K,97205
ALL,Private,82488,HS or Less,9,Divorced,Tech-support,Own-child,Asian-Pac-Islander,Female,0,0,40,United-States,<=50K,97205
ALL,Private,50103,HS or Less,9,Never-married,Sales,Unmarried,White,Female,0,0,40,United-States,<=50K,97205
ALL,Private,156084,HS or Less,9,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,<=50K,97205
ALL,Private,261725,HS or Less,9,Never-married,Other-service,Unmarried,White,Female,0,0,40,Mexico,<=50K,97205
ALL,Private,104223,HS or Less,9,Never-married,Other-service,Unmarried,Black,Female,0,0,32,United-States,<=50K,97205
ALL,Private,36877,HS or Less,6,Never-married,Sales,Own-child,White,Female,0,0,10,United-States,<=50K,97205
ALL,Private,183638,HS or Less,9,Widowed,Sales,Unmarried,White,Female,0,0,40,United-States,<=50K,97205
ALL,Private,178866,HS or Less,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,25,United-States,>50K,97205
ALL,Private,301814,HS or Less,9,Never-married,Sales,Not-in-family,White,Female,0,0,20,United-States,<=50K,97205
ALL,Private,110554,HS or Less,9,Divorced,Sales,Own-child,White,Female,0,0,35,United-States,<=50K,97205
ALL,Private,208978,HS or Less,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,16,United-States,<=50K,97205
ALL,Private,311931,HS or Less,3,Married-civ-spouse,Sales,Wife,White,Female,0,0,15,El-Salvador,<=50K,97205
ALL,Private,23892,HS or Less,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40,United-States,<=50K,97205
ALL,Private,145212,HS or Less,9,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K,97205
ALL,Private,412435,HS or Less,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,Outlying-US(Guam-USVI-etc),<=50K,97205
ALL,Private,312108,HS or Less,9,Never-married,Other-service,Unmarried,Black,Female,0,0,40,United-States,<=50K,97205
ALL,Self-emp-not-inc,256992,HS or Less,3,Married-civ-spouse,Other-service,Wife,White,Female,0,0,15,Mexico,<=50K,97205
ALL,Private,108997,HS or Less,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K,97205
ALL,Private,142233,HS or Less,9,Never-married,Sales,Not-in-family,White,Female,0,0,35,United-States,<=50K,97205
ALL,Private,391585,HS or Less,9,Never-married,Machine-op-inspct,Other-relative,White,Female,0,0,40,United-States,<=50K,97205
ALL,Private,34506,HS or Less,9,Never-married,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,<=50K,97205
ALL,Private,148254,HS or Less,9,Married-civ-spouse,Handlers-cleaners,Wife,White,Female,0,0,16,United-States,>50K,97205
ALL,Private,198320,HS or Less,9,Never-married,Other-service,Not-in-family,White,Female,0,0,45,United-States,<=50K,97205
ALL,Private,201178,HS or Less,9,Never-married,Sales,Not-in-family,White,Female,0,0,30,United-States,<=50K,97205
ALL,Self-emp-inc,32316,HS or Less,8,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K,97205
ALL,?,313786,HS or Less,9,Divorced,?,Other-relative,Black,Female,0,0,40,United-States,<=50K,97205
ALL,Private,271933,HS or Less,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,97205
ALL,Private,92215,HS or Less,5,Divorced,Craft-repair,Not-in-family,White,Female,0,0,40,United-States,>50K,97205
ALL,Private,68089,HS or Less,9,Never-married,Machine-op-inspct,Unmarried,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K,97205
ALL,Private,222548,HS or Less,9,Divorced,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K,97205
ALL,Private,236341,HS or Less,3,Widowed,Other-service,Not-in-family,Black,Female,0,0,16,United-States,<=50K,97205
ALL,Private,399387,HS or Less,4,Separated,Priv-house-serv,Unmarried,Black,Female,0,0,15,United-States,<=50K,97205
ALL,Private,190903,HS or Less,7,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,20,United-States,<=50K,97205
ALL,Private,206253,HS or Less,5,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K,97205
ALL,Private,231357,HS or Less,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,97205
ALL,Private,179641,HS or Less,9,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,45,United-States,<=50K,97205
ALL,Private,78602,HS or Less,7,Never-married,Other-service,Other-relative,White,Female,0,0,20,United-States,<=50K,97205
ALL,Private,111243,HS or Less,9,Never-married,Sales,Other-relative,White,Female,0,0,50,United-States,<=50K,97205
ALL,Private,45316,HS or Less,7,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States,<=50K,97205
ALL,Private,292583,HS or Less,9,Never-married,Other-service,Own-child,White,Female,0,0,30,United-States,<=50K,97205
ALL,Private,200967,HS or Less,9,Divorced,Other-service,Own-child,White,Female,0,0,10,United-States,<=50K,97205
ALL,Private,279593,HS or Less,7,Never-married,Prof-specialty,Own-child,White,Female,0,0,2,United-States,<=50K,97205
ALL,?,393376,HS or Less,7,Never-married,?,Not-in-family,White,Female,0,0,40,United-States,<=50K,97205
ALL,Private,496526,HS or Less,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,97205
ALL,Private,126223,HS or Less,9,Separated,Machine-op-inspct,Unmarried,Black,Female,0,0,40,United-States,<=50K,97205
ALL,Private,231438,HS or Less,7,Never-married,Adm-clerical,Own-child,White,Female,0,0,12,United-States,<=50K,97205
ALL,Private,189924,HS or Less,9,Never-married,Sales,Own-child,White,Female,0,0,24,United-States,<=50K,97205
ALL,Private,256278,HS or Less,4,Married-civ-spouse,Handlers-cleaners,Other-relative,Other,Female,0,0,30,El-Salvador,<=50K,97205
ALL,Private,440969,HS or Less,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K,97205
ALL,Private,96185,HS or Less,9,Divorced,Other-service,Unmarried,Black,Female,0,0,32,United-States,<=50K,97205
ALL,Private,148143,HS or Less,9,Never-married,Machine-op-inspct,Unmarried,Black,Female,0,0,40,United-States,<=50K,97205
ALL,Private,210082,HS or Less,9,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,97205
ALL,Private,225014,HS or Less,9,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K,97205
ALL,Private,143604,HS or Less,6,Married-spouse-absent,Other-service,Not-in-family,Black,Female,0,0,37,United-States,<=50K,97205
ALL,Private,217605,HS or Less,9,Married-civ-spouse,Handlers-cleaners,Wife,White,Female,0,0,40,United-States,<=50K,97205
ALL,Private,100009,HS or Less,9,Never-married,Craft-repair,Not-in-family,White,Female,0,0,40,United-States,<=50K,97205
ALL,Private,60722,HS or Less,9,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,0,0,40,United-States,<=50K,97205
ALL,Private,139703,HS or Less,9,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States,<=50K,97205
ALL,?,41643,HS or Less,7,Never-married,?,Own-child,White,Female,0,0,15,United-States,<=50K,97205
ALL,Private,363053,HS or Less,5,Never-married,Priv-house-serv,Unmarried,White,Female,0,0,24,Mexico,<=50K,97205
ALL,Private,163708,HS or Less,5,Widowed,Other-service,Not-in-family,White,Female,0,0,20,United-States,<=50K,97205
ALL,Private,154017,HS or Less,9,Never-married,Sales,Not-in-family,White,Female,0,0,10,United-States,<=50K,97205
ALL,Private,130369,HS or Less,9,Divorced,Transport-moving,Unmarried,White,Female,1151,0,48,Germany,<=50K,97205
ALL,Private,180019,HS or Less,9,Never-married,Other-service,Not-in-family,White,Female,0,0,65,United-States,<=50K,97205
ALL,Private,148903,HS or Less,9,Divorced,Sales,Not-in-family,White,Female,4687,0,50,United-States,>50K,97205
ALL,Private,258170,HS or Less,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,97205
ALL,Private,166809,HS or Less,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K,97205
ALL,Private,91501,HS or Less,9,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,40,United-States,<=50K,97205
ALL,?,207032,HS or Less,9,Married-spouse-absent,?,Unmarried,Black,Female,0,0,42,Haiti,<=50K,97205
ALL,Private,63910,HS or Less,9,Married-civ-spouse,Sales,Own-child,Asian-Pac-Islander,Female,0,0,40,United-States,<=50K,97205
ALL,Private,309504,HS or Less,6,Never-married,Sales,Unmarried,White,Female,0,0,24,United-States,<=50K,97205
ALL,?,169917,HS or Less,4,Widowed,?,Not-in-family,White,Female,0,0,4,United-States,<=50K,97205
ALL,Private,240543,HS or Less,7,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States,<=50K,97205
ALL,Private,280960,HS or Less,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,24,United-States,<=50K,97205
ALL,?,171461,HS or Less,6,Never-married,?,Own-child,White,Female,0,0,20,United-States,<=50K,97205
ALL,?,256173,HS or Less,6,Never-married,?,Own-child,White,Female,0,0,15,United-States,<=50K,97205
ALL,Private,90547,HS or Less,9,Married-civ-spouse,Other-service,Wife,Black,Female,0,0,23,United-States,<=50K,97205
ALL,Private,166509,HS or Less,9,Divorced,Craft-repair,Not-in-family,White,Female,0,0,40,United-States,<=50K,97205
ALL,Private,95566,HS or Less,2,Married-spouse-absent,Other-service,Own-child,Other,Female,0,0,35,Dominican-Republic,<=50K,97205
ALL,Private,291374,HS or Less,8,Never-married,Sales,Unmarried,Black,Female,0,0,40,United-States,<=50K,97205
ALL,Private,103064,HS or Less,9,Never-married,Sales,Own-child,White,Female,0,0,55,United-States,<=50K,97205
ALL,Private,232614,HS or Less,9,Divorced,Other-service,Unmarried,Black,Female,0,0,30,United-States,<=50K,97205
ALL,Private,208630,HS or Less,9,Divorced,Adm-clerical,Unmarried,White,Female,0,1741,38,United-States,<=50K,97205
ALL,?,43909,HS or Less,9,Divorced,?,Unmarried,Black,Female,0,0,40,United-States,<=50K,97205
ALL,?,113913,HS or Less,9,Married-civ-spouse,?,Wife,White,Female,0,0,60,United-States,<=50K,97205
ALL,Private,321709,HS or Less,9,Never-married,Other-service,Not-in-family,White,Female,0,0,28,United-States,<=50K,97205
ALL,Private,151910,HS or Less,9,Widowed,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K,97205
ALL,Private,215646,HS or Less,9,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K,97205
ALL,Self-emp-not-inc,209642,HS or Less,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K,97205
ALL,Private,245487,HS or Less,4,Married-civ-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,Male,0,0,45,Mexico,<=50K,97205
ALL,Private,242406,HS or Less,7,Never-married,Machine-op-inspct,Unmarried,White,Male,0,0,40,Puerto-Rico,<=50K,97205
